AAAA-MM-DD HH-MM-SS.ssssss	Xac	Yac	Zac	Xgi	Ygi	Zgi	Xma	Yma	Zma	Wq	Iq	Jq	Kq	
2016-08-11 08:48:12.043666	1306	7752	-14728	0	4	-30	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.059918	1374	7730	-14752	2	7	-29	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.072241	1318	7696	-14702	-2	4	-26	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.084574	1300	7734	-14702	5	5	-26	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.100853	1298	7662	-14758	1	1	-25	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.113193	1300	7746	-14756	2	5	-26	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.125614	1314	7700	-14716	0	6	-28	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.137989	1320	7752	-14696	0	4	-27	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.154169	1342	7688	-14654	3	7	-25	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.166450	1300	7662	-14776	2	5	-27	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.178894	1338	7716	-14788	2	6	-28	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.195050	1280	7732	-14692	5	6	-26	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.207428	1308	7770	-14682	-1	6	-25	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.219780	1320	7740	-14764	6	5	-26	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.236091	1334	7714	-14708	3	0	-27	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.248469	1268	7690	-14650	-1	4	-26	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.260881	1318	7772	-14764	1	9	-27	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.276930	1338	7726	-14672	2	5	-26	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.289378	1312	7700	-14772	6	3	-26	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.301807	1344	7772	-14732	8	7	-25	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.317921	1312	7750	-14658	-1	5	-26	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.330344	1262	7754	-14668	0	5	-28	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.342782	1350	7794	-14756	4	6	-26	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.358902	1312	7750	-14690	3	2	-25	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.371250	1330	7756	-14738	5	6	-25	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.383611	1372	7736	-14726	2	3	-26	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.396153	1314	7750	-14658	0	7	-28	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.412077	1310	7718	-14734	4	5	-27	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.424514	1318	7762	-14640	-2	3	-27	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.436838	1276	7762	-14704	1	4	-26	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.453068	1336	7740	-14694	2	7	-27	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.465712	1344	7744	-14624	8	6	-24	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.477918	1326	7790	-14724	3	5	-24	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.494063	1324	7754	-14696	0	4	-27	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.506338	1330	7758	-14648	4	6	-27	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.518962	1296	7752	-14752	-2	-7	-30	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.535207	1324	7828	-14678	-6	16	-31	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.547484	1378	7766	-14704	6	-1	-23	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.563663	1302	7782	-14766	12	-1	-21	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.576032	1358	7778	-14648	8	10	-23	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.588423	1340	7774	-14722	-7	-3	-30	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.604667	1322	7760	-14718	-5	5	-33	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.617034	1336	7806	-14612	-3	10	-28	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.633458	1324	7772	-14628	11	1	-19	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.645701	1316	7784	-14696	-6	-5	-28	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.658186	1364	7750	-14558	-4	47	-33	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.674312	1282	7896	-14628	20	18	-20	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.686739	1338	7844	-14818	63	-2	3	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.702954	1396	7650	-14744	-44	3	-38	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.715369	1324	7932	-14700	-2	11	-57	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.727782	1320	7760	-14632	-5	-5	-21	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.744003	1352	7786	-14610	-17	-2	-18	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.756389	1352	7812	-14696	44	8	-18	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.772622	1392	7742	-14604	-7	-7	-18	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.784945	1310	7866	-14738	0	14	-38	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.797382	1334	7828	-14726	0	2	-26	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.813606	1390	7710	-14524	-20	-8	-22	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.826017	1374	7844	-14724	26	14	-28	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.842217	1358	7756	-14718	14	3	-12	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.854669	1364	7826	-14620	-31	-4	-35	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.870868	1370	7854	-14676	20	20	-35	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.883249	1352	7726	-14508	-6	-3	-20	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.895777	1382	7896	-14706	19	9	-23	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.899840	FIFO overflow!
2016-08-11 08:48:12.915887	1376	7722	-14700	-1	-8	-13	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:12.928423	1370	7794	-14690	-12	6	-41	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:12.944606	1346	7848	-14692	3	18	-44	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:12.956949	1346	7836	-14610	-24	-7	-25	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:12.973239	1316	7868	-14676	29	11	-21	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:12.985654	1388	7798	-14632	19	4	-14	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:12.998113	1384	7826	-14668	0	-4	-29	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.014216	1358	7800	-14688	1	8	-37	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.026653	1392	7886	-14648	-7	4	-28	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.039122	1314	7870	-14618	-3	0	-24	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.055152	1364	7836	-14664	16	9	-26	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.067611	1396	7818	-14620	13	2	-20	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.079867	1406	7832	-14626	2	1	-26	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.096066	1392	7880	-14650	-1	11	-32	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.108501	1378	7834	-14594	-1	-2	-26	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.124745	1400	7826	-14602	2	2	-24	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.137297	1382	7930	-14646	11	8	-25	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.149653	1398	7836	-14688	15	-1	-20	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.165923	1354	7844	-14692	-5	0	-30	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.178217	1334	7882	-14712	-3	11	-34	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.190598	1316	7862	-14660	4	3	-27	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.206791	1368	7860	-14682	9	1	-24	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.219117	1380	7866	-14726	12	2	-23	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.231754	1396	7870	-14652	-3	2	-26	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.247751	1388	7858	-14678	2	2	-31	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.260099	1376	7782	-14644	3	4	-27	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.272457	1372	7776	-14622	2	1	-24	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.288613	1362	7858	-14674	2	4	-27	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.301185	1408	7898	-14726	23	8	-21	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.313544	1406	7792	-14590	3	-7	-21	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.329766	1406	7860	-14690	-6	-1	-31	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.342130	1340	7840	-14654	3	10	-31	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.358299	1320	7816	-14598	-13	-5	-31	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.370864	1360	7948	-14600	11	12	-30	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.386900	1422	7840	-14606	15	0	-15	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.399391	1430	7822	-14682	11	-1	-22	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.411624	1382	7828	-14676	9	8	-30	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.427849	1348	7868	-14652	-8	0	-30	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.440186	1338	7882	-14584	3	0	-30	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.452568	1392	7886	-14652	7	8	-26	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.468851	1362	7888	-14598	12	0	-21	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.481195	1372	7902	-14614	6	2	-25	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.493550	1452	7862	-14612	-1	5	-29	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.509758	1378	7898	-14538	-3	6	-29	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.522152	1386	7908	-14660	8	3	-25	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.534601	1376	7888	-14692	18	2	-21	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.550733	1350	7862	-14574	5	0	-24	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.563163	1428	7884	-14610	-1	4	-30	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.575492	1380	7918	-14642	-3	2	-32	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.591658	1410	7904	-14574	4	0	-27	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.604365	1402	7888	-14530	9	5	-23	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.616555	1412	7924	-14634	6	5	-25	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.632681	1360	7890	-14690	11	0	-25	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.645032	1392	7884	-14634	2	0	-26	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.657423	1378	7988	-14616	0	6	-28	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.673761	1400	7970	-14630	6	3	-29	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.686015	1412	7910	-14690	8	-1	-24	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.698306	1416	7888	-14526	5	4	-26	0	0	0	0.23	0.96	0.15	0.07
2016-08-11 08:48:13.710671	1364	7950	-14600	7	4	-27	0	0	0	0.23	0.96	0.16	0.07
2016-08-11 08:48:13.726945	1410	7866	-14594	4	-1	-25	0	0	0	0.23	0.96	0.16	0.07
2016-08-11 08:48:13.739393	1366	7882	-14554	2	3	-28	0	0	0	0.23	0.96	0.16	0.07
2016-08-11 08:48:13.751670	1368	7910	-14544	9	6	-24	0	0	0	0.23	0.96	0.16	0.07
2016-08-11 08:48:13.768064	1370	7920	-14658	8	-3	-24	0	0	0	0.23	0.96	0.16	0.07
2016-08-11 08:48:13.780277	1358	7928	-14624	5	0	-27	0	0	0	0.23	0.96	0.16	0.07
2016-08-11 08:48:13.792762	1400	7890	-14588	6	2	-25	0	0	0	0.23	0.96	0.16	0.07
2016-08-11 08:48:13.808890	1424	7916	-14568	0	5	-24	0	0	0	-0.00	-1.15	1.53	1.66
2016-08-11 08:48:13.812938	FIFO overflow!
2016-08-11 08:48:13.825496	1416	7932	-14550	10	10	-28	0	0	0	0.23	0.96	0.16	0.07
2016-08-11 08:48:13.841635	1358	7924	-14600	0	1	-24	0	0	0	0.23	0.96	0.16	0.07
2016-08-11 08:48:13.853953	1380	7888	-14624	5	0	-28	0	0	0	0.23	0.96	0.16	0.07
2016-08-11 08:48:13.866377	1396	7904	-14610	13	12	-25	0	0	0	0.23	0.96	0.16	0.07
2016-08-11 08:48:13.882541	1426	7912	-14526	1	0	-24	0	0	0	0.23	0.96	0.16	0.07
2016-08-11 08:48:13.894924	1416	7956	-14648	4	8	-30	0	0	0	0.23	0.96	0.16	0.07
2016-08-11 08:48:13.907423	1420	7912	-14618	14	9	-25	0	0	0	0.23	0.96	0.16	0.07
2016-08-11 08:48:13.923607	1382	7854	-14482	3	-1	-22	0	0	0	0.23	0.96	0.16	0.07
2016-08-11 08:48:13.935945	1398	7974	-14674	8	11	-28	0	0	0	0.23	0.96	0.16	0.07
2016-08-11 08:48:13.948293	1388	7938	-14626	10	0	-24	0	0	0	0.23	0.96	0.16	0.07
2016-08-11 08:48:13.964481	1422	7916	-14618	0	-3	-28	0	0	0	0.23	0.96	0.16	0.07
2016-08-11 08:48:13.976972	1380	7954	-14592	6	11	-31	0	0	0	0.23	0.96	0.16	0.07
2016-08-11 08:48:13.989201	1410	7946	-14648	4	3	-26	0	0	0	0.23	0.96	0.16	0.07
2016-08-11 08:48:14.005445	1396	7938	-14610	6	0	-27	0	0	0	0.23	0.96	0.16	0.07
2016-08-11 08:48:14.017745	1456	7922	-14548	11	8	-26	0	0	0	0.23	0.96	0.16	0.07
2016-08-11 08:48:14.030110	1424	7870	-14604	0	2	-24	0	0	0	0.23	0.96	0.16	0.08
2016-08-11 08:48:14.046379	1440	7960	-14600	3	5	-30	0	0	0	0.23	0.96	0.16	0.08
2016-08-11 08:48:14.058770	1354	7998	-14648	12	4	-25	0	0	0	0.23	0.96	0.16	0.08
2016-08-11 08:48:14.071106	1418	7888	-14592	9	2	-20	0	0	0	0.23	0.96	0.16	0.08
2016-08-11 08:48:14.087363	1386	7936	-14610	6	4	-27	0	0	0	0.23	0.96	0.16	0.08
2016-08-11 08:48:14.099701	1406	7982	-14572	4	4	-27	0	0	0	0.23	0.96	0.16	0.08
2016-08-11 08:48:14.112196	1444	7910	-14538	1	-1	-26	0	0	0	0.23	0.96	0.16	0.08
2016-08-11 08:48:14.128232	1426	7956	-14572	5	5	-27	0	0	0	0.23	0.96	0.16	0.08
2016-08-11 08:48:14.140685	1408	7962	-14604	9	4	-26	0	0	0	0.23	0.96	0.16	0.08
2016-08-11 08:48:14.152948	1422	7960	-14674	6	4	-25	0	0	0	0.23	0.96	0.16	0.08
2016-08-11 08:48:14.169232	1480	7916	-14616	12	1	-24	0	0	0	0.23	0.96	0.16	0.08
2016-08-11 08:48:14.181596	1442	7914	-14572	-1	6	-26	0	0	0	0.23	0.96	0.16	0.08
2016-08-11 08:48:14.193995	1410	7946	-14614	1	3	-31	0	0	0	0.23	0.96	0.16	0.08
2016-08-11 08:48:14.210241	1408	7976	-14562	11	1	-27	0	0	0	0.23	0.96	0.16	0.08
2016-08-11 08:48:14.222582	1434	7948	-14538	9	1	-23	0	0	0	0.23	0.96	0.16	0.08
2016-08-11 08:48:14.234884	1452	7982	-14624	7	4	-25	0	0	0	0.23	0.96	0.16	0.08
2016-08-11 08:48:14.251107	1424	7928	-14598	3	4	-28	0	0	0	0.23	0.96	0.16	0.08
2016-08-11 08:48:14.263466	1442	7932	-14562	1	3	-28	0	0	0	0.23	0.96	0.16	0.08
2016-08-11 08:48:14.275975	1386	7940	-14562	3	4	-28	0	0	0	0.23	0.96	0.16	0.08
2016-08-11 08:48:14.292116	1400	7952	-14560	9	4	-25	0	0	0	0.23	0.96	0.16	0.08
2016-08-11 08:48:14.304449	1432	7940	-14612	7	0	-25	0	0	0	0.23	0.96	0.16	0.08
2016-08-11 08:48:14.316795	1426	7978	-14566	5	6	-26	0	0	0	0.23	0.96	0.16	0.08
2016-08-11 08:48:14.329160	1416	7950	-14654	8	3	-25	0	0	0	0.23	0.96	0.16	0.08
2016-08-11 08:48:14.345421	1418	7948	-14522	1	2	-27	0	0	0	0.23	0.96	0.16	0.08
2016-08-11 08:48:14.357754	1414	7966	-14612	4	2	-29	0	0	0	0.23	0.96	0.16	0.08
2016-08-11 08:48:14.370130	1418	7968	-14568	7	6	-25	0	0	0	0.23	0.96	0.16	0.08
2016-08-11 08:48:14.386299	1406	7954	-14486	6	3	-24	0	0	0	0.23	0.96	0.16	0.08
2016-08-11 08:48:14.398666	1424	7954	-14612	8	4	-27	0	0	0	0.23	0.96	0.16	0.08
2016-08-11 08:48:14.411065	1464	7972	-14610	7	3	-26	0	0	0	0.23	0.96	0.16	0.08
2016-08-11 08:48:14.427228	1446	7932	-14572	5	3	-25	0	0	0	0.23	0.96	0.16	0.08
2016-08-11 08:48:14.439610	1422	7962	-14558	8	4	-27	0	0	0	0.23	0.96	0.16	0.08
2016-08-11 08:48:14.451927	1414	7926	-14584	6	3	-26	0	0	0	0.23	0.96	0.16	0.08
2016-08-11 08:48:14.464258	1414	7968	-14584	7	2	-25	0	0	0	0.23	0.96	0.16	0.08
2016-08-11 08:48:14.480492	1406	7960	-14542	6	6	-25	0	0	0	0.23	0.96	0.17	0.08
2016-08-11 08:48:14.493003	1390	7970	-14550	7	1	-26	0	0	0	0.23	0.96	0.17	0.08
2016-08-11 08:48:14.505195	1418	7932	-14598	5	-1	-25	0	0	0	0.23	0.96	0.17	0.08
2016-08-11 08:48:14.521432	1388	7942	-14578	5	4	-26	0	0	0	0.23	0.96	0.17	0.08
2016-08-11 08:48:14.533805	1448	7942	-14570	6	5	-24	0	0	0	0.23	0.96	0.17	0.08
2016-08-11 08:48:14.546212	1422	7988	-14606	8	-1	-26	0	0	0	0.23	0.96	0.17	0.08
2016-08-11 08:48:14.562478	1426	7974	-14512	8	10	-25	0	0	0	0.23	0.96	0.17	0.08
2016-08-11 08:48:14.574851	1458	8006	-14536	5	-3	-22	0	0	0	0.23	0.96	0.17	0.08
2016-08-11 08:48:14.590978	1446	7990	-14550	12	4	-25	0	0	0	0.23	0.96	0.17	0.08
2016-08-11 08:48:14.603388	1390	7952	-14564	4	1	-29	0	0	0	0.23	0.96	0.17	0.08
2016-08-11 08:48:14.615851	1422	7940	-14520	3	4	-30	0	0	0	0.23	0.96	0.17	0.08
2016-08-11 08:48:14.628312	1426	7956	-14560	4	4	-26	0	0	0	0.23	0.96	0.17	0.08
2016-08-11 08:48:14.644519	1440	7964	-14576	11	3	-21	0	0	0	0.23	0.96	0.17	0.08
2016-08-11 08:48:14.656818	1428	7926	-14586	9	2	-22	0	0	0	0.23	0.96	0.17	0.08
2016-08-11 08:48:14.669091	1432	7996	-14574	9	4	-24	0	0	0	0.23	0.96	0.17	0.08
2016-08-11 08:48:14.685366	1392	7940	-14572	3	4	-26	0	0	0	0.23	0.96	0.17	0.08
2016-08-11 08:48:14.697703	1444	7964	-14538	0	0	-31	0	0	0	0.23	0.96	0.17	0.08
2016-08-11 08:48:14.710048	1418	7922	-14562	12	3	-27	0	0	0	0.23	0.96	0.17	0.08
2016-08-11 08:48:14.726244	1392	7958	-14582	8	2	-21	0	0	0	0.23	0.96	0.17	0.08
2016-08-11 08:48:14.730340	FIFO overflow!
2016-08-11 08:48:14.742785	1414	8014	-14620	8	4	-24	0	0	0	0.23	0.95	0.17	0.08
2016-08-11 08:48:14.755089	1450	8024	-14502	1	4	-25	0	0	0	0.23	0.95	0.17	0.08
2016-08-11 08:48:14.771272	1474	8012	-14558	9	4	-26	0	0	0	0.23	0.95	0.17	0.08
2016-08-11 08:48:14.783518	1426	7920	-14494	5	1	-28	0	0	0	0.23	0.95	0.17	0.08
2016-08-11 08:48:14.795861	1426	7990	-14500	6	3	-27	0	0	0	0.23	0.95	0.17	0.08
2016-08-11 08:48:14.812154	1392	7964	-14514	7	2	-26	0	0	0	0.23	0.95	0.17	0.08
2016-08-11 08:48:14.824478	1416	7992	-14560	8	3	-26	0	0	0	0.23	0.95	0.17	0.08
2016-08-11 08:48:14.836821	1370	7924	-14578	12	4	-26	0	0	0	0.23	0.95	0.17	0.08
2016-08-11 08:48:14.853124	1500	8098	-14602	-6	-2	-32	0	0	0	0.23	0.95	0.17	0.08
2016-08-11 08:48:14.865502	1400	7906	-14404	14	4	-15	0	0	0	0.23	0.95	0.17	0.08
2016-08-11 08:48:14.878172	1446	8096	-14442	-19	16	-31	0	0	0	0.23	0.95	0.17	0.08
2016-08-11 08:48:14.894159	1346	8024	-14682	62	4	-30	0	0	0	0.23	0.95	0.17	0.08
2016-08-11 08:48:14.906602	1418	7868	-14560	-5	-14	-25	0	0	0	0.23	0.95	0.17	0.08
2016-08-11 08:48:14.922782	1430	8052	-14608	-10	21	-34	0	0	0	0.23	0.95	0.17	0.08
2016-08-11 08:48:14.935147	1400	7992	-14492	10	-1	-21	0	0	0	0.23	0.95	0.17	0.08
2016-08-11 08:48:14.951471	1508	8072	-14494	2	-4	-22	0	0	0	0.23	0.95	0.17	0.08
2016-08-11 08:48:14.963808	1390	8010	-14582	28	12	-23	0	0	0	0.23	0.95	0.17	0.08
2016-08-11 08:48:14.980156	1430	7972	-14528	-15	-5	-24	0	0	0	0.23	0.95	0.17	0.08
2016-08-11 08:48:14.992576	1428	7924	-14560	29	9	-30	0	0	0	0.23	0.95	0.17	0.08
2016-08-11 08:48:15.005110	1424	8052	-14644	-23	8	-36	0	0	0	0.23	0.95	0.17	0.08
2016-08-11 08:48:15.021252	1402	8026	-14542	30	2	-19	0	0	0	0.23	0.95	0.17	0.08
2016-08-11 08:48:15.033452	1394	8064	-14544	-16	4	-25	0	0	0	0.23	0.95	0.17	0.08
2016-08-11 08:48:15.049772	1490	8064	-14520	30	8	-18	0	0	0	0.23	0.95	0.17	0.08
2016-08-11 08:48:15.062126	1484	7942	-14456	-6	-8	-18	0	0	0	0.23	0.95	0.17	0.08
2016-08-11 08:48:15.074728	1440	8052	-14626	10	15	-34	0	0	0	0.23	0.95	0.17	0.08
2016-08-11 08:48:15.090777	1394	7974	-14542	4	0	-27	0	0	0	0.23	0.95	0.17	0.08
2016-08-11 08:48:15.103284	1406	7994	-14528	-17	-12	-27	0	0	0	0.23	0.95	0.17	0.08
2016-08-11 08:48:15.119403	1428	7976	-14506	31	21	-25	0	0	0	0.23	0.95	0.17	0.08
2016-08-11 08:48:15.131837	1460	8040	-14466	-11	-6	-21	0	0	0	0.23	0.95	0.17	0.08
2016-08-11 08:48:15.148065	1410	8022	-14546	28	8	-23	0	0	0	0.23	0.95	0.17	0.08
2016-08-11 08:48:15.160414	1454	8042	-14542	-11	-3	-26	0	0	0	0.23	0.95	0.17	0.08
2016-08-11 08:48:15.172877	1450	7974	-14572	21	6	-29	0	0	0	0.23	0.95	0.17	0.08
2016-08-11 08:48:15.189091	1432	8008	-14524	8	2	-28	0	0	0	0.23	0.95	0.17	0.08
2016-08-11 08:48:15.201470	1480	8032	-14556	9	1	-26	0	0	0	0.23	0.95	0.17	0.08
2016-08-11 08:48:15.214027	1442	7986	-14552	10	2	-22	0	0	0	0.23	0.95	0.17	0.08
2016-08-11 08:48:15.229973	1494	8024	-14564	5	3	-26	0	0	0	0.23	0.95	0.17	0.08
2016-08-11 08:48:15.242420	1438	8028	-14564	19	8	-24	0	0	0	0.23	0.95	0.17	0.08
2016-08-11 08:48:15.254823	1444	7994	-14530	-3	-3	-26	0	0	0	0.23	0.95	0.17	0.08
2016-08-11 08:48:15.271173	1438	8004	-14552	21	6	-26	0	0	0	0.23	0.95	0.18	0.08
2016-08-11 08:48:15.283422	1430	8020	-14532	-9	0	-28	0	0	0	0.23	0.95	0.18	0.08
2016-08-11 08:48:15.295725	1470	8050	-14646	8	1	-29	0	0	0	0.23	0.95	0.18	0.08
2016-08-11 08:48:15.312006	1456	7970	-14514	7	1	-25	0	0	0	0.23	0.95	0.18	0.08
2016-08-11 08:48:15.324421	1468	8082	-14572	4	3	-28	0	0	0	0.23	0.95	0.18	0.08
2016-08-11 08:48:15.336989	1404	7950	-14518	11	1	-22	0	0	0	0.23	0.95	0.18	0.08
2016-08-11 08:48:15.353007	1462	8016	-14474	-11	-3	-27	0	0	0	0.23	0.95	0.18	0.08
2016-08-11 08:48:15.365423	1478	8044	-14568	28	6	-24	0	0	0	0.23	0.95	0.18	0.08
2016-08-11 08:48:15.381742	1406	8014	-14492	-7	1	-25	0	0	0	0.23	0.95	0.18	0.08
2016-08-11 08:48:15.394023	1398	8058	-14528	14	10	-27	0	0	0	0.23	0.95	0.18	0.08
2016-08-11 08:48:15.406511	1446	8024	-14466	3	0	-23	0	0	0	0.23	0.95	0.18	0.08
2016-08-11 08:48:15.422552	1490	8000	-14534	4	-1	-25	0	0	0	0.23	0.95	0.18	0.08
2016-08-11 08:48:15.434933	1420	7994	-14500	14	6	-26	0	0	0	0.23	0.95	0.18	0.08
2016-08-11 08:48:15.451160	1442	8010	-14552	2	-2	-27	0	0	0	0.23	0.95	0.18	0.08
2016-08-11 08:48:15.463534	1462	8040	-14506	11	2	-26	0	0	0	0.23	0.95	0.18	0.08
