AAAA-MM-DD HH-MM-SS.ssssss	Xac	Yac	Zac	Xgi	Ygi	Zgi	Xma	Yma	Zma	Wq	Iq	Jq	Kq	
2016-08-11 08:48:08.533849	-1798	7212	-13634	-272	-324	1418	0	0	0	0.24	0.94	0.23	-0.06
2016-08-11 08:48:08.550027	-3496	6068	-12960	112	-634	1689	0	0	0	0.24	0.94	0.23	-0.06
2016-08-11 08:48:08.566496	-4602	5396	-15762	936	-620	2083	0	0	0	0.23	0.94	0.23	-0.06
2016-08-11 08:48:08.582707	-3246	2004	-17382	226	321	1457	0	0	0	0.22	0.95	0.23	-0.05
2016-08-11 08:48:08.594994	392	8644	-16800	-618	1169	915	0	0	0	0.20	0.95	0.22	-0.05
2016-08-11 08:48:08.599245	FIFO overflow!
2016-08-11 08:48:08.615562	-4044	1492	-15822	1263	415	988	0	0	0	0.21	0.97	0.09	-0.01
2016-08-11 08:48:08.632069	-2532	6244	-18084	2443	664	645	0	0	0	0.20	0.98	0.09	-0.01
2016-08-11 08:48:08.648060	-816	6698	-18060	1220	845	574	0	0	0	0.19	0.98	0.09	-0.00
2016-08-11 08:48:08.660516	-524	5868	-17210	-922	1055	643	0	0	0	0.18	0.98	0.09	0.00
2016-08-11 08:48:08.676855	-1220	3512	-12962	-645	368	329	0	0	0	0.18	0.98	0.08	0.01
2016-08-11 08:48:08.693152	-76	4890	-14412	202	-38	-347	0	0	0	0.19	0.98	0.08	0.02
2016-08-11 08:48:08.705544	168	7954	-15512	486	-231	-203	0	0	0	0.19	0.98	0.08	0.02
2016-08-11 08:48:08.721828	1340	5516	-16838	300	-162	39	0	0	0	0.19	0.98	0.08	0.02
2016-08-11 08:48:08.734229	404	4258	-16246	-1044	59	48	0	0	0	0.19	0.98	0.08	0.02
2016-08-11 08:48:08.750558	-362	6284	-14902	-697	-120	-387	0	0	0	0.19	0.98	0.08	0.02
2016-08-11 08:48:08.766880	10	8240	-15934	-150	-332	-356	0	0	0	0.19	0.98	0.08	0.01
2016-08-11 08:48:08.779290	-234	6996	-17268	-523	2	-78	0	0	0	0.19	0.98	0.08	0.01
2016-08-11 08:48:08.795652	3682	8394	-15468	-533	1080	238	0	0	0	0.19	0.98	0.08	0.02
2016-08-11 08:48:08.808056	-24	7080	-13404	152	1864	673	0	0	0	0.20	0.98	0.08	0.01
2016-08-11 08:48:08.824446	1494	6250	-13916	1509	373	1266	0	0	0	0.20	0.98	0.09	0.01
2016-08-11 08:48:08.840676	2254	5136	-17990	776	-193	438	0	0	0	0.20	0.98	0.09	0.01
2016-08-11 08:48:08.853123	1888	5576	-16614	-464	55	-823	0	0	0	0.20	0.98	0.09	0.01
2016-08-11 08:48:08.869442	624	6742	-15472	-1357	-404	-1302	0	0	0	0.21	0.97	0.09	0.01
2016-08-11 08:48:08.885766	-408	7840	-14714	-1074	161	-860	0	0	0	0.21	0.97	0.09	0.02
2016-08-11 08:48:08.898303	-246	8020	-12796	327	462	266	0	0	0	0.21	0.97	0.09	0.03
2016-08-11 08:48:08.914649	1322	6274	-15306	1511	-43	936	0	0	0	0.20	0.97	0.08	0.04
2016-08-11 08:48:08.930776	1996	5436	-17368	955	240	362	0	0	0	0.19	0.98	0.08	0.04
2016-08-11 08:48:08.943213	1614	5820	-16158	-432	288	-380	0	0	0	0.19	0.98	0.07	0.04
2016-08-11 08:48:08.959516	936	6762	-14810	-696	88	-561	0	0	0	0.19	0.98	0.07	0.04
2016-08-11 08:48:08.975758	-1232	8790	-14284	-281	208	-202	0	0	0	0.19	0.98	0.08	0.04
2016-08-11 08:48:08.988106	1088	6544	-14934	741	121	331	0	0	0	0.20	0.98	0.09	0.04
2016-08-11 08:48:09.004458	1758	5956	-15262	660	-175	514	0	0	0	0.21	0.97	0.09	0.04
2016-08-11 08:48:09.016775	2292	5276	-15964	-41	-563	-2	0	0	0	0.21	0.97	0.09	0.04
2016-08-11 08:48:09.033234	1720	5180	-23488	-1535	-1744	-1147	0	0	0	0.21	0.97	0.09	0.04
2016-08-11 08:48:09.049525	-788	8836	-5714	-1910	1889	-797	0	0	0	0.20	0.97	0.09	0.04
2016-08-11 08:48:09.065982	-376	5916	-16452	1233	-1118	818	0	0	0	0.20	0.98	0.09	0.04
2016-08-11 08:48:09.078287	1656	5706	-17528	1429	-215	825	0	0	0	0.19	0.98	0.08	0.04
2016-08-11 08:48:09.094751	2152	5538	-16176	-67	508	40	0	0	0	0.19	0.98	0.09	0.04
2016-08-11 08:48:09.110917	1092	6624	-15114	-902	-317	-547	0	0	0	0.19	0.98	0.09	0.05
2016-08-11 08:48:09.123284	422	7136	-15100	-693	181	-502	0	0	0	0.20	0.98	0.09	0.05
2016-08-11 08:48:09.139639	338	7648	-13402	44	94	50	0	0	0	0.20	0.97	0.09	0.05
2016-08-11 08:48:09.152055	1104	6542	-16152	660	-173	418	0	0	0	0.20	0.97	0.09	0.05
2016-08-11 08:48:09.168366	1444	6344	-15488	223	142	156	0	0	0	0.20	0.97	0.09	0.05
2016-08-11 08:48:09.180778	1288	6558	-15806	-175	-43	-191	0	0	0	0.19	0.98	0.09	0.05
2016-08-11 08:48:09.197046	808	6874	-15224	-502	24	-302	0	0	0	0.19	0.98	0.09	0.05
2016-08-11 08:48:09.213256	678	7378	-14354	-178	94	-103	0	0	0	0.19	0.98	0.09	0.05
2016-08-11 08:48:09.225743	912	6840	-15106	302	-61	160	0	0	0	0.19	0.98	0.09	0.04
2016-08-11 08:48:09.241929	1136	6624	-15474	240	-16	159	0	0	0	0.20	0.97	0.10	0.04
2016-08-11 08:48:09.254285	1100	7610	-15512	30	53	4	0	0	0	0.21	0.97	0.10	0.05
2016-08-11 08:48:09.270625	1102	6634	-15414	-174	-23	-131	0	0	0	0.21	0.97	0.10	0.05
2016-08-11 08:48:09.283112	856	7084	-15052	-219	49	-147	0	0	0	0.21	0.97	0.10	0.04
2016-08-11 08:48:09.295619	878	6986	-14842	11	22	-9	0	0	0	0.20	0.97	0.09	0.04
2016-08-11 08:48:09.311706	1074	6884	-15140	76	-6	58	0	0	0	0.19	0.98	0.09	0.04
2016-08-11 08:48:09.324218	1160	6886	-15328	117	31	36	0	0	0	0.19	0.98	0.09	0.04
2016-08-11 08:48:09.340277	1118	6768	-15322	-36	7	-31	0	0	0	0.20	0.97	0.09	0.04
2016-08-11 08:48:09.352675	1040	6936	-15092	-143	21	-96	0	0	0	0.20	0.97	0.10	0.04
2016-08-11 08:48:09.368992	952	7032	-15020	-53	33	-64	0	0	0	0.21	0.97	0.10	0.04
2016-08-11 08:48:09.373048	FIFO overflow!
2016-08-11 08:48:09.385389	1044	6948	-15058	8	6	2	0	0	0	0.21	0.97	0.10	0.05
2016-08-11 08:48:09.397734	1054	6994	-15330	61	26	4	0	0	0	0.21	0.97	0.10	0.05
2016-08-11 08:48:09.413961	1088	6826	-15182	-17	9	-11	0	0	0	0.21	0.97	0.10	0.05
2016-08-11 08:48:09.426348	1050	6980	-15160	-70	15	-62	0	0	0	0.21	0.97	0.10	0.05
2016-08-11 08:48:09.442664	1018	6982	-15142	-33	26	-53	0	0	0	0.21	0.97	0.10	0.05
2016-08-11 08:48:09.454990	1042	6890	-14968	-62	4	-30	0	0	0	0.21	0.97	0.10	0.05
2016-08-11 08:48:09.467719	1046	7032	-15082	5	25	-24	0	0	0	0.21	0.97	0.10	0.05
2016-08-11 08:48:09.483717	1006	6914	-15158	15	16	-9	0	0	0	0.21	0.97	0.10	0.05
2016-08-11 08:48:09.496209	1104	6992	-15052	-40	8	-31	0	0	0	0.21	0.97	0.10	0.05
2016-08-11 08:48:09.512291	1042	7064	-15292	7	12	-36	0	0	0	0.21	0.97	0.10	0.05
2016-08-11 08:48:09.524804	1024	7132	-15302	-19	12	-24	0	0	0	0.21	0.97	0.10	0.05
2016-08-11 08:48:09.537088	1102	6936	-15038	-36	4	-23	0	0	0	0.21	0.97	0.10	0.05
2016-08-11 08:48:09.553275	1040	7072	-15042	-74	18	-60	0	0	0	0.21	0.97	0.10	0.05
2016-08-11 08:48:09.565684	1034	7050	-15114	-1	16	-35	0	0	0	0.21	0.97	0.10	0.05
2016-08-11 08:48:09.581956	1058	7010	-14974	-40	6	-18	0	0	0	0.21	0.97	0.10	0.05
2016-08-11 08:48:09.594487	1110	7100	-15232	26	23	-19	0	0	0	0.21	0.97	0.10	0.05
2016-08-11 08:48:09.610628	1054	7008	-15244	10	6	-16	0	0	0	0.21	0.97	0.10	0.05
2016-08-11 08:48:09.623029	1084	6944	-14972	-64	10	-42	0	0	0	0.21	0.97	0.10	0.05
2016-08-11 08:48:09.639379	1058	7166	-15064	-10	31	-48	0	0	0	0.21	0.97	0.10	0.05
2016-08-11 08:48:09.651684	1034	7022	-15062	-3	12	-9	0	0	0	0.21	0.97	0.10	0.05
2016-08-11 08:48:09.664187	1040	7148	-15150	-10	20	-23	0	0	0	0.21	0.97	0.10	0.05
2016-08-11 08:48:09.680273	1112	7068	-15064	23	23	-23	0	0	0	0.21	0.97	0.10	0.05
2016-08-11 08:48:09.692732	1170	7050	-14998	-58	14	-27	0	0	0	0.21	0.97	0.10	0.05
2016-08-11 08:48:09.709049	1104	7158	-15108	-10	24	-38	0	0	0	0.21	0.97	0.10	0.05
2016-08-11 08:48:09.721492	1068	7110	-15064	-14	12	-24	0	0	0	0.21	0.97	0.10	0.05
2016-08-11 08:48:09.737737	1114	7106	-15084	-24	7	-28	0	0	0	0.21	0.97	0.10	0.05
2016-08-11 08:48:09.749933	1068	7124	-15102	2	16	-32	0	0	0	0.21	0.97	0.10	0.05
2016-08-11 08:48:09.766238	1106	7128	-15034	-25	9	-27	0	0	0	0.21	0.97	0.10	0.05
2016-08-11 08:48:09.778697	1082	7178	-15074	-18	11	-30	0	0	0	0.21	0.97	0.10	0.05
2016-08-11 08:48:09.791047	1136	7178	-15046	-8	11	-27	0	0	0	0.21	0.97	0.10	0.05
2016-08-11 08:48:09.807156	1096	7108	-15006	-26	6	-29	0	0	0	0.21	0.97	0.10	0.05
2016-08-11 08:48:09.819554	1122	7166	-14976	-13	23	-34	0	0	0	0.21	0.97	0.10	0.05
2016-08-11 08:48:09.835874	1070	7196	-14958	-27	13	-30	0	0	0	0.21	0.97	0.10	0.05
2016-08-11 08:48:09.848176	1120	7244	-15020	0	11	-26	0	0	0	0.21	0.97	0.10	0.05
2016-08-11 08:48:09.864543	1158	7146	-15052	9	8	-15	0	0	0	0.21	0.97	0.11	0.05
2016-08-11 08:48:09.876865	1152	7140	-14934	-45	13	-33	0	0	0	0.21	0.97	0.11	0.05
2016-08-11 08:48:09.893262	1120	7226	-15048	-13	21	-40	0	0	0	0.21	0.97	0.11	0.05
2016-08-11 08:48:09.905566	1102	7196	-15072	-22	2	-27	0	0	0	0.21	0.97	0.11	0.05
2016-08-11 08:48:09.917820	1156	7148	-15016	-12	8	-26	0	0	0	0.21	0.97	0.11	0.05
2016-08-11 08:48:09.934107	1120	7180	-15044	-5	18	-27	0	0	0	0.21	0.97	0.11	0.05
2016-08-11 08:48:09.946571	1150	7192	-14996	-23	7	-28	0	0	0	0.21	0.97	0.11	0.05
2016-08-11 08:48:09.962821	1138	7224	-15016	-5	13	-31	0	0	0	0.21	0.97	0.11	0.05
2016-08-11 08:48:09.975344	1144	7170	-15024	-8	10	-22	0	0	0	0.21	0.97	0.11	0.05
2016-08-11 08:48:09.991612	1162	7210	-14992	-22	10	-29	0	0	0	0.21	0.97	0.11	0.05
2016-08-11 08:48:10.004199	1146	7220	-15054	-13	14	-35	0	0	0	0.21	0.97	0.11	0.05
2016-08-11 08:48:10.020070	1126	7200	-15004	-9	7	-27	0	0	0	0.21	0.97	0.11	0.05
2016-08-11 08:48:10.032506	1194	7240	-14946	-20	8	-28	0	0	0	0.21	0.97	0.11	0.05
2016-08-11 08:48:10.044867	1128	7244	-14992	-1	18	-27	0	0	0	0.21	0.97	0.11	0.05
2016-08-11 08:48:10.061097	1122	7212	-14974	-16	6	-26	0	0	0	0.21	0.97	0.11	0.05
2016-08-11 08:48:10.073550	1120	7218	-15000	-15	9	-32	0	0	0	0.21	0.97	0.11	0.05
2016-08-11 08:48:10.089840	1146	7230	-15004	-11	15	-31	0	0	0	0.21	0.97	0.11	0.05
2016-08-11 08:48:10.102292	1172	7238	-14910	-14	7	-26	0	0	0	0.21	0.97	0.11	0.05
2016-08-11 08:48:10.118492	1142	7272	-15046	-2	12	-27	0	0	0	0.21	0.97	0.11	0.05
2016-08-11 08:48:10.130892	1180	7316	-14988	-10	12	-25	0	0	0	0.21	0.97	0.11	0.05
2016-08-11 08:48:10.147123	1192	7222	-14982	-14	7	-29	0	0	0	0.21	0.97	0.11	0.05
2016-08-11 08:48:10.159530	1164	7274	-14946	-19	13	-33	0	0	0	0.21	0.97	0.11	0.05
2016-08-11 08:48:10.172161	1144	7270	-15014	-7	10	-29	0	0	0	0.21	0.97	0.11	0.05
2016-08-11 08:48:10.188263	1154	7312	-14898	-13	8	-28	0	0	0	0.21	0.97	0.11	0.05
2016-08-11 08:48:10.200567	1212	7278	-14904	-7	10	-28	0	0	0	0.21	0.97	0.11	0.05
2016-08-11 08:48:10.216775	1162	7266	-14952	-12	8	-27	0	0	0	0.21	0.97	0.11	0.05
2016-08-11 08:48:10.220972	FIFO overflow!
2016-08-11 08:48:10.233265	1138	7288	-14954	-9	8	-28	0	0	0	0.22	0.97	0.11	0.05
2016-08-11 08:48:10.249555	1140	7290	-14954	-15	11	-31	0	0	0	0.22	0.97	0.11	0.05
2016-08-11 08:48:10.261958	1166	7360	-14950	-4	9	-29	0	0	0	0.22	0.97	0.11	0.05
2016-08-11 08:48:10.274468	1166	7314	-14962	-17	7	-28	0	0	0	0.22	0.97	0.11	0.05
2016-08-11 08:48:10.290600	1190	7324	-14998	-2	12	-27	0	0	0	0.22	0.97	0.11	0.05
2016-08-11 08:48:10.302915	1190	7302	-14962	1	11	-24	0	0	0	0.22	0.97	0.11	0.05
2016-08-11 08:48:10.319256	1184	7298	-15020	-13	4	-28	0	0	0	0.22	0.97	0.11	0.06
2016-08-11 08:48:10.331619	1162	7342	-14872	-9	12	-31	0	0	0	0.22	0.97	0.11	0.06
2016-08-11 08:48:10.344014	1184	7326	-14912	-15	9	-29	0	0	0	0.22	0.97	0.11	0.06
2016-08-11 08:48:10.360229	1158	7312	-14894	-6	12	-28	0	0	0	0.22	0.97	0.11	0.06
2016-08-11 08:48:10.372751	1194	7374	-14980	-2	8	-26	0	0	0	0.22	0.97	0.11	0.06
2016-08-11 08:48:10.388999	1234	7362	-14880	-10	7	-26	0	0	0	0.22	0.97	0.11	0.06
2016-08-11 08:48:10.401282	1168	7368	-14884	-8	12	-28	0	0	0	0.22	0.97	0.11	0.06
2016-08-11 08:48:10.417470	1188	7340	-14960	-7	10	-27	0	0	0	0.22	0.97	0.11	0.06
2016-08-11 08:48:10.429908	1178	7380	-14906	-13	10	-28	0	0	0	0.22	0.97	0.11	0.06
2016-08-11 08:48:10.446080	1184	7340	-14934	-5	10	-28	0	0	0	0.22	0.97	0.11	0.06
2016-08-11 08:48:10.458537	1170	7292	-14864	-7	10	-26	0	0	0	0.22	0.97	0.11	0.06
2016-08-11 08:48:10.470874	1166	7382	-14882	-10	11	-30	0	0	0	0.22	0.97	0.11	0.06
2016-08-11 08:48:10.487217	1196	7416	-14928	-2	12	-28	0	0	0	0.22	0.97	0.11	0.06
2016-08-11 08:48:10.499560	1202	7278	-14780	-22	1	-29	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:10.515832	1204	7420	-14968	-14	13	-35	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:10.528250	1272	7314	-15004	25	-80	-11	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:10.544515	922	7612	-14488	-84	271	-76	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:10.557107	1090	7452	-15442	97	-124	-7	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:10.573329	1156	7330	-14888	23	-14	-32	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:10.585619	1212	7424	-14766	-45	77	-44	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:10.601833	1236	7398	-14894	-4	-65	-27	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:10.614288	1166	7440	-14928	-38	57	-47	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:10.630511	1144	7546	-14746	-19	50	-30	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:10.643037	1254	7374	-15030	37	-51	-4	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:10.659234	1172	7404	-14768	-17	56	-32	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:10.671557	1218	7478	-14880	-4	11	-32	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:10.687841	1234	7316	-14912	-8	-18	-28	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:10.700234	1214	7490	-14682	-26	54	-37	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:10.716480	1218	7448	-14992	23	-11	-23	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:10.728877	1264	7394	-14710	-4	-8	-13	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:10.741288	1254	7452	-14892	-12	19	-34	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:10.757593	1226	7388	-14950	-23	-7	-34	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:10.770048	1242	7470	-14804	-28	10	-41	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:10.786111	1192	7548	-14926	12	-1	-24	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:10.798659	1262	7434	-14888	11	-2	-11	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:10.814805	1306	7384	-14964	-10	-7	-24	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:10.827182	1208	7546	-14958	-9	20	-38	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:10.843509	1226	7464	-14786	-23	6	-26	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:10.856258	1230	7534	-14838	12	10	-24	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:10.868180	1230	7460	-14866	5	4	-20	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:10.884402	1234	7486	-14840	-18	2	-27	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:10.896766	1228	7518	-14874	3	13	-33	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:10.913034	1280	7514	-14844	-15	2	-27	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:10.925529	1204	7462	-14818	4	7	-26	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:10.937933	1178	7512	-14890	-2	5	-30	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:10.954182	1212	7508	-14810	-10	4	-30	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:10.966466	1256	7460	-14858	4	7	-23	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:10.978918	1236	7450	-14842	-9	7	-24	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:10.995098	1238	7534	-14874	-3	7	-29	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:11.007405	1268	7544	-14846	0	8	-29	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:11.019746	1260	7500	-14792	-3	4	-26	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:11.035984	1230	7522	-14840	-13	6	-34	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:11.048329	1210	7530	-14886	7	12	-26	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:11.064606	1286	7546	-14750	-2	1	-21	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:11.076965	1244	7492	-14850	-3	9	-27	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:11.081079	FIFO overflow!
2016-08-11 08:48:11.093416	1318	7528	-14808	-5	6	-25	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:11.109664	1212	7560	-14842	-12	3	-27	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:11.122096	1252	7576	-14768	1	12	-30	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:11.138304	1252	7514	-14712	-3	2	-24	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:11.150753	1242	7510	-14866	0	6	-28	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:11.163124	1232	7548	-14838	4	11	-29	0	0	0	0.22	0.97	0.12	0.06
2016-08-11 08:48:11.179298	1264	7554	-14772	-5	5	-26	0	0	0	0.22	0.97	0.13	0.06
2016-08-11 08:48:11.191582	1242	7502	-14824	-3	5	-29	0	0	0	0.22	0.97	0.13	0.06
2016-08-11 08:48:11.204169	1248	7546	-14876	1	7	-28	0	0	0	0.22	0.97	0.13	0.06
2016-08-11 08:48:11.220370	1226	7564	-14808	-2	5	-26	0	0	0	0.22	0.97	0.13	0.06
2016-08-11 08:48:11.232715	1284	7558	-14776	-4	11	-26	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.245074	1220	7626	-14782	1	5	-23	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.261455	1264	7574	-14846	-2	1	-31	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.273678	1224	7604	-14820	4	10	-31	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.289955	1278	7592	-14816	-12	10	-29	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.302332	1318	7604	-14774	-4	4	-26	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.314715	1288	7570	-14838	10	2	-23	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.330917	1308	7588	-14810	2	7	-23	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.343261	1238	7588	-14838	-3	7	-30	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.355748	1244	7598	-14806	-8	6	-31	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.371865	1266	7578	-14742	-2	3	-26	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.384242	1288	7598	-14720	0	8	-25	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.396546	1250	7610	-14836	8	9	-25	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.412780	1258	7576	-14810	-10	1	-29	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.425066	1226	7622	-14832	7	8	-30	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.437442	1256	7592	-14838	4	7	-25	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.453843	1228	7614	-14810	-7	3	-27	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.466056	1220	7620	-14832	8	7	-27	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.478459	1272	7608	-14764	-3	3	-25	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.494759	1268	7592	-14834	1	3	-28	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.506969	1290	7634	-14808	-2	7	-30	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.519369	1328	7616	-14772	-2	5	-26	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.535606	1288	7638	-14746	0	6	-28	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.548119	1254	7644	-14820	5	8	-26	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.560608	1308	7674	-14810	1	0	-24	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.576598	1292	7614	-14712	-6	6	-29	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.589097	1280	7660	-14728	-2	7	-28	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.601413	1302	7646	-14760	7	5	-25	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.617610	1310	7614	-14786	-4	1	-25	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.630090	1280	7636	-14720	-5	11	-30	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.642304	1290	7614	-14760	6	4	-22	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.658611	1256	7608	-14724	-8	1	-25	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.671004	1296	7632	-14780	8	9	-29	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.683585	1330	7644	-14798	0	4	-23	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.699580	1288	7634	-14844	-9	1	-27	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.712018	1316	7644	-14792	7	8	-30	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.728272	1294	7636	-14676	-4	-1	-22	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.740382	1316	7682	-14732	3	10	-26	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.752792	1322	7682	-14750	8	10	-27	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.769034	1336	7666	-14798	-9	-2	-27	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.781455	1284	7682	-14742	4	6	-31	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.793658	1304	7646	-14746	2	7	-24	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.810069	1284	7660	-14790	-3	0	-26	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.822426	1302	7704	-14768	6	7	-27	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.834767	1288	7638	-14722	0	3	-22	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.850968	1292	7676	-14734	-5	7	-28	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.863471	1306	7712	-14744	5	8	-28	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.875770	1284	7670	-14686	-2	1	-25	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.891986	1298	7668	-14638	2	8	-28	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.904362	1250	7736	-14772	1	10	-26	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.916671	1290	7670	-14698	-6	-1	-26	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.933060	1366	7684	-14724	4	6	-25	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.945398	1306	7676	-14652	6	6	-21	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.957774	1284	7706	-14784	4	6	-24	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.973878	1306	7654	-14758	2	3	-29	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.986452	1318	7748	-14700	-7	5	-30	0	0	0	0.22	0.96	0.13	0.06
2016-08-11 08:48:11.990595	FIFO overflow!
2016-08-11 08:48:12.002877	1330	7758	-14756	5	7	-25	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.018961	1326	7696	-14710	9	4	-23	0	0	0	0.23	0.96	0.14	0.07
2016-08-11 08:48:12.031377	1320	7722	-14748	0	2	-25	0	0	0	0.23	0.96	0.14	0.07
