AAAA-MM-DD HH-MM-SS.ssssss	Value
2017-04-19 21:26:53.718125	1089
2017-04-19 21:26:53.718618	1048
2017-04-19 21:26:53.719050	1087
2017-04-19 21:26:53.719470	1080
2017-04-19 21:26:53.719851	1084
2017-04-19 21:26:53.722029	1082
2017-04-19 21:26:53.722257	1081
2017-04-19 21:26:53.722475	1081
2017-04-19 21:26:53.722709	1071
2017-04-19 21:26:53.726468	1074
2017-04-19 21:26:53.726763	1076
2017-04-19 21:26:54.225792	3328
2017-04-19 21:26:54.226022	3335
2017-04-19 21:26:54.229930	3337
2017-04-19 21:26:54.230124	3337
2017-04-19 21:26:54.230308	3344
2017-04-19 21:26:54.230495	3347
2017-04-19 21:26:54.234010	3351
2017-04-19 21:26:54.234201	3351
2017-04-19 21:26:54.234385	3358
2017-04-19 21:26:54.234573	3366
2017-04-19 21:26:54.237967	3377
2017-04-19 21:26:54.238215	3369
2017-04-19 21:26:54.738044	2908
2017-04-19 21:26:54.738440	2899
2017-04-19 21:26:54.742215	2891
2017-04-19 21:26:54.742625	2881
2017-04-19 21:26:54.743150	2881
2017-04-19 21:26:54.743494	2888
2017-04-19 21:26:54.746051	2850
2017-04-19 21:26:54.746462	2851
2017-04-19 21:26:54.746801	2847
2017-04-19 21:26:55.245925	543
2017-04-19 21:26:55.250017	548
2017-04-19 21:26:55.250372	557
2017-04-19 21:26:55.250881	554
2017-04-19 21:26:55.251125	561
2017-04-19 21:26:55.251293	560
2017-04-19 21:26:55.254105	564
2017-04-19 21:26:55.254448	569
2017-04-19 21:26:55.254748	572
2017-04-19 21:26:55.255043	576
2017-04-19 21:26:55.258205	580
2017-04-19 21:26:55.258416	585
2017-04-19 21:26:55.258594	587
2017-04-19 21:26:55.258762	593
2017-04-19 21:26:55.262067	594
2017-04-19 21:26:55.262294	582
2017-04-19 21:26:56.261968	1940
2017-04-19 21:26:56.265837	1926
2017-04-19 21:26:56.266320	1917
2017-04-19 21:26:56.266833	1907
2017-04-19 21:26:56.267392	1908
2017-04-19 21:26:56.267738	1912
2017-04-19 21:26:56.769972	2010
2017-04-19 21:26:56.770511	2003
2017-04-19 21:26:56.770893	2010
2017-04-19 21:26:56.771246	2018
2017-04-19 21:26:56.773866	2019
2017-04-19 21:26:56.774249	2018
2017-04-19 21:26:56.774588	2013
2017-04-19 21:26:56.774918	2015
2017-04-19 21:26:56.777823	2008
2017-04-19 21:26:56.778101	2016
2017-04-19 21:26:56.778361	2013
2017-04-19 21:26:56.778587	2016
2017-04-19 21:26:56.781983	2013
2017-04-19 21:26:56.782407	2021
2017-04-19 21:26:56.782739	2023
2017-04-19 21:26:56.783574	2016
2017-04-19 21:26:56.785957	2014
2017-04-19 21:26:56.786275	2008
2017-04-19 21:26:56.786534	2016
2017-04-19 21:26:56.786787	2023
2017-04-19 21:26:56.787038	2018
2017-04-19 21:26:56.790336	2040
2017-04-19 21:26:56.790737	2007
2017-04-19 21:26:56.791112	2019
2017-04-19 21:26:56.791455	2020
2017-04-19 21:26:56.794262	2015
2017-04-19 21:26:56.794653	2012
2017-04-19 21:26:56.795051	2016
2017-04-19 21:26:56.795445	2016
2017-04-19 21:26:56.798879	2021
2017-04-19 21:26:56.799342	2020
2017-04-19 21:26:57.298132	2024
2017-04-19 21:26:57.298420	2023
2017-04-19 21:26:57.302214	2024
2017-04-19 21:26:57.302479	2024
2017-04-19 21:26:57.302705	2025
2017-04-19 21:26:57.302925	2024
2017-04-19 21:26:57.303145	2024
2017-04-19 21:26:57.306344	2025
2017-04-19 21:26:57.306637	2024
2017-04-19 21:26:57.306894	2022
2017-04-19 21:26:57.307145	2023
2017-04-19 21:26:57.310350	2027
2017-04-19 21:26:57.310743	2027
2017-04-19 21:26:57.810147	2024
2017-04-19 21:26:57.810524	2024
2017-04-19 21:26:57.814271	2024
2017-04-19 21:26:57.814616	2026
2017-04-19 21:26:57.814974	2023
2017-04-19 21:26:57.815279	2023
2017-04-19 21:26:57.818398	2024
2017-04-19 21:26:57.818678	2024
2017-04-19 21:26:57.818926	2023
2017-04-19 21:26:57.819169	2010
2017-04-19 21:26:57.822309	2024
2017-04-19 21:26:57.822743	2025
2017-04-19 21:26:58.322193	2024
2017-04-19 21:26:58.322555	2025
2017-04-19 21:26:58.326523	2024
2017-04-19 21:26:58.326968	2024
2017-04-19 21:26:58.327365	2023
2017-04-19 21:26:58.327820	2023
2017-04-19 21:26:58.330460	2025
2017-04-19 21:26:58.331092	2024
2017-04-19 21:26:58.331725	2023
2017-04-19 21:26:58.332014	2025
2017-04-19 21:26:58.332243	2024
2017-04-19 21:26:58.334428	2023
2017-04-19 21:26:58.834126	2024
2017-04-19 21:26:58.834369	2023
2017-04-19 21:26:58.838146	2022
2017-04-19 21:26:58.838394	2021
2017-04-19 21:26:58.838595	2023
2017-04-19 21:26:58.838793	2025
2017-04-19 21:26:58.838991	2023
2017-04-19 21:26:58.842493	2024
2017-04-19 21:26:58.842802	2021
2017-04-19 21:26:58.842990	2025
2017-04-19 21:26:58.843175	2022
2017-04-19 21:26:58.846432	2023
2017-04-19 21:26:58.846877	2023
2017-04-19 21:26:59.346026	2023
2017-04-19 21:26:59.346194	2023
2017-04-19 21:26:59.350173	2023
2017-04-19 21:26:59.350317	2024
2017-04-19 21:26:59.350431	2022
2017-04-19 21:26:59.350542	2025
2017-04-19 21:26:59.354230	2023
2017-04-19 21:26:59.354362	2024
2017-04-19 21:26:59.354475	2025
2017-04-19 21:26:59.354585	2025
2017-04-19 21:26:59.358224	2023
2017-04-19 21:26:59.358498	2023
2017-04-19 21:26:59.358703	2025
2017-04-19 21:26:59.358836	2025
2017-04-19 21:26:59.862498	2026
2017-04-19 21:26:59.862924	2023
2017-04-19 21:26:59.863292	2025
2017-04-19 21:26:59.863697	2024
2017-04-19 21:26:59.863925	2025
2017-04-19 21:26:59.866823	2023
2017-04-19 21:26:59.867259	2023
2017-04-19 21:26:59.867539	2024
2017-04-19 21:26:59.867815	2023
2017-04-19 21:26:59.870660	2024
2017-04-19 21:26:59.871079	2023
2017-04-19 21:27:00.370372	2021
2017-04-19 21:27:00.370734	2022
2017-04-19 21:27:00.374490	2024
2017-04-19 21:27:00.374835	2020
2017-04-19 21:27:00.375125	2023
2017-04-19 21:27:00.375410	2023
2017-04-19 21:27:00.378614	2025
2017-04-19 21:27:00.378946	2022
2017-04-19 21:27:00.379235	2024
2017-04-19 21:27:00.379519	2024
2017-04-19 21:27:00.382464	2025
2017-04-19 21:27:00.382906	2024
2017-04-19 21:27:00.882044	2024
2017-04-19 21:27:01.386170	2023
2017-04-19 21:27:01.387197	2022
2017-04-19 21:27:01.387611	2016
2017-04-19 21:27:01.387986	2024
2017-04-19 21:27:01.388264	2023
